time,seconds_elapsed,z,y,x
"1,70136286270131E+018",0.15331396484375,9.634267807006836,0.5363011956214905,-0.4884171485900879
"1,70136286271133E+018",0.163324951171875,9.787496566772461,0.5650315880775452,-0.5363011956214905
"1,70136286272131E+018",0.173305419921875,9.701305389404297,0.6224924325942993,-0.7182605266571045
"1,70136286273132E+018",0.183316162109375,9.59596061706543,0.40222588181495667,-0.6703764796257019
"1,7013628627413E+018",0.19329638671875,9.567230224609375,0.6512228846549988,-0.5267243981361389
"1,70136286275131E+018",0.203307373046875,9.548076629638672,0.6799532771110535,-0.45010992884635925
"1,70136286276132E+018",0.213318115234375,9.758766174316406,0.5171475410461426,-0.7948749661445618
"1,70136286277133E+018",0.2233291015625,9.873687744140625,0.7374141216278076,-0.6799532771110535
"1,70136286278131E+018",0.23330908203125,9.519346237182617,0.6416460275650024,-0.6416460275650024
"1,70136286279132E+018",0.243320068359375,9.557653427124023,0.6224924325942993,-0.7565677165985107
"1,7013628628013E+018",0.253300537109375,9.509769439697266,0.8236053586006165,-0.5171475410461426
"1,70136286281131E+018",0.263311279296875,9.509769439697266,0.7182605266571045,-0.689530074596405
"1,70136286282132E+018",0.273322021484375,9.749189376831055,0.8619126081466675,-0.5650315880775452
"1,70136286283133E+018",0.283332763671875,9.500192642211914,0.9768342971801758,-0.5171475410461426
"1,70136286284131E+018",0.293313232421875,9.500192642211914,0.8523358106613159,-0.727837324142456
"1,70136286285132E+018",0.30332421875,9.653421401977539,1.091755986213684,-0.727837324142456
"1,7013628628613E+018",0.31330419921875,9.385271072387695,0.9576807022094727,-0.5650315880775452
"1,70136286287132E+018",0.323315185546875,9.653421401977539,1.0342950820922852,-0.7086837291717529
"1,70136286288133E+018",0.333326171875,9.385271072387695,1.292868971824646,-0.5650315880775452
"1,70136286289131E+018",0.34330615234375,9.433155059814453,1.0438719987869263,-0.5746083855628967
"1,70136286290132E+018",0.353317138671875,9.720458984375,1.2066776752471924,-0.8044517636299133
"1,7013628629113E+018",0.363297607421875,9.136273384094238,1.1779472827911377,-0.4213795065879822
"1,70136286292131E+018",0.373308349609375,9.720458984375,1.1109095811843872,-0.7565677165985107
"1,70136286293132E+018",0.383319091796875,9.394847869873047,1.3024457693099976,-0.6033388376235962
"1,7013628629413E+018",0.393299560546875,9.528923034667969,1.0247182846069336,-0.6991068720817566
"1,70136286295131E+018",0.403310302734375,9.643844604492188,1.1683704853057861,-0.7086837291717529
"1,70136286296132E+018",0.4133212890625,9.299078941345215,1.072602391242981,-0.3447650372982025
"1,7013628629713E+018",0.42330126953125,9.710882186889648,0.9576807022094727,-0.6416460275650024
"1,70136286298131E+018",0.433312255859375,9.787496566772461,1.0630255937576294,-0.6416460275650024
"1,70136286299132E+018",0.4433232421875,9.490615844726562,0.9097966551780701,-0.6799532771110535
"1,7013628630013E+018",0.453303466796875,9.988609313964844,1.0055646896362305,-0.8523358106613159
"1,70136286301131E+018",0.463314208984375,9.222464561462402,0.9481038451194763,-0.4596867263317108
"1,70136286302133E+018",0.473324951171875,9.988609313964844,0.9289502501487732,-0.8140285611152649
"1,70136286303131E+018",0.483305419921875,9.710882186889648,0.8619126081466675,-0.727837324142456
"1,70136286304132E+018",0.49331640625,9.576807022094727,0.8427590131759644,-0.5363011956214905
"1,70136286305133E+018",0.503326904296875,10.295066833496094,0.9481038451194763,-0.9193734526634216
"1,70136286306131E+018",0.513307373046875,9.030928611755371,0.9289502501487732,-0.4118026793003082
"1,70136286307132E+018",0.523318359375,10.170568466186523,0.9002198576927185,-0.7182605266571045
"1,7013628630813E+018",0.53329833984375,9.35654067993164,0.9385270476341248,-0.49799394607543945
"1,70136286309131E+018",0.543309326171875,9.84495735168457,0.9097966551780701,-0.6320692300796509
"1,70136286310132E+018",0.5533203125,10.103530883789062,1.0534487962722778,-0.7852981686592102
"1,70136286311133E+018",0.5633310546875,9.251194953918457,0.9193734526634216,-0.6129156351089478
"1,70136286312131E+018",0.573311279296875,10.055646896362305,1.1971008777618408,-0.7565677165985107
"1,70136286313132E+018",0.583322021484375,9.184157371520996,1.1013327836990356,-0.3926490843296051
"1,7013628631413E+018",0.593302490234375,9.797073364257812,1.1492167711257935,-0.727837324142456
"1,70136286315131E+018",0.6033134765625,9.59596061706543,1.1875240802764893,-0.6799532771110535
"1,70136286316132E+018",0.613323974609375,9.634267807006836,1.1300631761550903,-0.6607996821403503
"1,7013628631713E+018",0.623304443359375,10.08437728881836,1.3694833517074585,-0.8427590131759644
"1,70136286318132E+018",0.6333154296875,8.954314231872559,1.1492167711257935,-0.5171475410461426
"1,70136286319133E+018",0.643326171875,9.816226959228516,1.4077905416488647,-0.6703764796257019
"1,70136286320131E+018",0.653306396484375,9.251194953918457,1.2641384601593018,-0.4405331015586853
"1,70136286321132E+018",0.663317138671875,9.816226959228516,1.235408067703247,-0.7852981686592102
"1,7013628632213E+018",0.673297607421875,9.758766174316406,1.2832920551300049,-0.6033388376235962
"1,70136286323131E+018",0.68330859375,9.701305389404297,1.216254472732544,-0.545877993106842
"1,70136286324132E+018",0.693319091796875,10.113107681274414,1.3215993642807007,-0.8331822156906128
"1,70136286325133E+018",0.703330078125,9.174580574035645,1.1683704853057861,-0.5363011956214905
"1,70136286326131E+018",0.713310546875,10.055646896362305,1.3311761617660522,-0.7661445140838623
"1,70136286327135E+018",0.723351806640625,9.193734169006348,1.1013327836990356,-0.3064578175544739
"1,7013628632813E+018",0.733301513671875,9.84495735168457,1.235408067703247,-0.7086837291717529
"1,70136286329131E+018",0.7433125,9.500192642211914,1.1875240802764893,-0.7086837291717529
"1,70136286330132E+018",0.7533232421875,9.892841339111328,1.158793568611145,-0.4692635238170624
"1,7013628633113E+018",0.763303466796875,10.017339706420898,1.3215993642807007,-0.7852981686592102
"1,70136286332131E+018",0.773314208984375,9.394847869873047,1.1300631761550903,-0.5746083855628967
"1,70136286333133E+018",0.7833251953125,10.132261276245117,1.2449848651885986,-0.9385270476341248
"1,70136286334131E+018",0.7933056640625,9.078812599182129,1.1492167711257935,-0.33518823981285095
"1,70136286335132E+018",0.803316162109375,10.103530883789062,1.2066776752471924,-0.5746083855628967
"1,70136286336133E+018",0.8133271484375,9.097966194152832,1.1109095811843872,-0.4213795065879822
"1,70136286337131E+018",0.8233076171875,9.950302124023438,1.1300631761550903,-0.5650315880775452
"1,70136286338132E+018",0.833318359375,9.53849983215332,1.2258312702178955,-0.5554547905921936
"1,7013628633913E+018",0.843298583984375,9.90241813659668,1.1492167711257935,-0.6607996821403503
"1,70136286340131E+018",0.853309326171875,10.046070098876953,1.3311761617660522,-0.9672574996948242
"1,70136286341132E+018",0.8633203125,9.318233489990234,1.158793568611145,-0.5746083855628967
"1,70136286342133E+018",0.873331298828125,10.08437728881836,1.3694833517074585,-0.8427590131759644
"1,70136286343131E+018",0.883311279296875,8.954314231872559,1.235408067703247,-0.4118026793003082
"1,70136286344132E+018",0.893322265625,10.017339706420898,1.2449848651885986,-0.43095630407333374
"1,70136286345133E+018",0.9033330078125,9.011775016784668,1.2641384601593018,-0.4596867263317108
"1,70136286346131E+018",0.9133134765625,9.950302124023438,1.3694833517074585,-0.5841852426528931
"1,70136286347132E+018",0.92332421875,9.615114212036133,1.3215993642807007,-0.689530074596405
"1,7013628634813E+018",0.9333046875,9.854534149169922,1.4077905416488647,-0.689530074596405
